P_bar,T_K,K_CO2,K_H2O
245.17241379310346,292.05882352941177,34.00021586435335,0.003517113269555838
245.17241379310346,294.11764705882354,34.64562811224533,0.003719194123921185
245.17241379310346,296.1764705882353,35.26711261659307,0.0039297607260478295
245.17241379310346,298.2352941176471,35.86469971326678,0.0041490364919746356
245.17241379310346,300.29411764705884,36.43847114485394,0.004377250274622514
245.17241379310346,302.3529411764706,36.988557348799894,0.004614637267599012
245.17241379310346,304.4117647058824,37.51513451409575,0.004861440151198202
245.17241379310346,306.47058823529414,38.018421458374135,0.005117910348552951
245.17241379310346,308.52941176470586,38.4986763639859,0.005384309479462726
245.17241379310346,310.5882352941176,38.95619341017263,0.005660911001565629
245.17241379310346,312.6470588235294,39.391299333489975,0.005948002051155135
245.17241379310346,314.70588235294116,39.80434994528759,0.006245885490135078
245.17241379310346,316.7647058823529,40.19572663197398,0.006554882169894645
245.17241379310346,318.8235294117647,40.56583286381184,0.006875333361623362
245.17241379310346,320.88235294117646,40.91509073014354,0.0072076034562530145
245.17241379310346,322.94117647058823,41.24393752797189,0.00755208277348383
245.17241379310346,325.0,41.55282242073643,0.007909190555220763
245.17241379310346,327.05882352941177,41.84220318962141,0.00827937806712433
245.17241379310346,329.11764705882354,42.112543098285826,0.008663131766136853
245.17241379310346,331.1764705882353,42.36430789272065,0.009060976474300061
245.17241379310346,333.2352941176471,42.59796295857784,0.009473478488408888
245.17241379310346,335.29411764705884,42.813970658854956,0.00990124854572893
245.17241379310346,337.3529411764706,43.012787875033304,0.010344944559146148
245.17241379310346,339.4117647058823,43.1948637744253,0.01080527403187756
245.17241379310346,341.47058823529414,43.36063782537436,0.01128299606318618
245.17241379310346,343.52941176470586,43.510538079872376,0.011778922863282606
245.17241379310346,345.5882352941176,43.644979739968605,0.012293920708150117
245.17241379310346,347.6470588235294,43.76436401999112,0.012828910283329494
245.17241379310346,349.70588235294116,43.86907731116729,0.013384866389028163
245.17241379310346,351.7647058823529,43.95949064882287,0.013962817005973504
245.17241379310346,353.8235294117647,44.03595947533577,0.014563841750281189
245.17241379310346,355.88235294117646,44.098823684711036,0.015189069774009935
245.17241379310346,357.94117647058823,44.14840792758714,0.01583967719365162
245.17241379310346,360.0,44.185022147574365,0.016516884182628158
250.68965517241378,290.0,33.241110695418605,0.0033314794526471798
250.68965517241378,292.05882352941177,33.905891712269074,0.003526184780478284
250.68965517241378,294.11764705882354,34.54665256012592,0.0037292406984466868
250.68965517241378,296.1764705882353,35.16336816755106,0.0039408723414637
250.68965517241378,298.2352941176471,35.75606718458026,0.004161309693015729
250.68965517241378,300.29411764705884,36.32482956138009,0.004390788370310631
250.68965517241378,302.3529411764706,36.869783850324666,0.004629550527740671
250.68965517241378,304.4117647058824,37.39110428456778,0.004877845910951569
250.68965517241378,306.47058823529414,37.889007681119594,0.005135933052496504
250.68965517241378,308.52941176470586,38.36375020968882,0.005404080632200118
250.68965517241378,310.5882352941176,38.815624064263105,0.005682569007705565
250.68965517241378,312.6470588235294,39.24495407009567,0.005971691923473334
250.68965517241378,314.70588235294116,39.65209425525748,0.0062717584032308165
250.68965517241378,316.7647058823529,40.037424412694996,0.006583094835760797
250.68965517241378,318.8235294117647,40.4013466785897,0.006906047202846385
250.68965517241378,320.88235294117646,40.744282144691994,0.007240983554250156
250.68965517241378,322.94117647058823,41.06666753105961,0.007588296570157866
250.68965517241378,325.0,41.368951935145994,0.007948406290617811
250.68965517241378,327.05882352941177,41.65159367825658,0.00832176294082211
250.68965517241378,329.11764705882354,41.915057268456025,0.008708849817429809
250.68965517241378,331.1764705882353,42.15981049931255,0.009110186185585584
250.68965517241378,333.2352941176471,42.38632170398318,0.009526330127437215
250.68965517241378,335.29411764705884,42.59505718421144,0.009957881275236977
250.68965517241378,337.3529411764706,42.78647883363065,0.01040548335631309
250.68965517241378,339.4117647058823,42.96104197417351,0.010869826474185851
250.68965517241378,341.47058823529414,43.11919342322815,0.011351649050611933
250.68965517241378,343.52941176470586,43.26136980729098,0.011851739358069619
250.68965517241378,345.5882352941176,43.387996135140504,0.012370936581458426
250.68965517241378,347.6470588235294,43.49948463996017,0.012910131361643195
250.68965517241378,349.70588235294116,43.59623389541964,0.013470265791433546
250.68965517241378,351.7647058823529,43.67862820555725,0.014052332855784427
250.68965517241378,353.8235294117647,43.747037262659106,0.014657375331090489
250.68965517241378,355.88235294117646,43.80181606143479,0.015286484181740681
250.68965517241378,357.94117647058823,43.843305050648574,0.015940796545175658
250.68965517241378,360.0,43.87183050732611,0.01662149320151399
256.2068965517241,290.0,33.1525449571338,0.003339338866674183
256.2068965517241,292.05882352941177,33.81289160795362,0.0035348968205460296
256.2068965517241,294.11764705882354,34.44910890459676,0.003738884660767076
256.2068965517241,296.1764705882353,35.06117061608392,0.003951533393767401
256.2068965517241,298.2352941176471,35.64910413630421,0.004173079100857251
256.2068965517241,300.29411764705884,36.21298807341353,0.004403763679705346
256.2068965517241,302.3529411764706,36.75294956567671,0.004643835729557072
256.2068965517241,304.4117647058824,37.269161380109345,0.004893551527635099
256.2068965517241,306.47058823529414,37.76183883942879,0.005153176169293256
256.2068965517241,308.52941176470586,38.231236620693245,0.005422984843417304
256.2068965517241,310.5882352941176,38.677645462381896,0.005703264263579039
256.2068965517241,312.6470588235294,39.10138881297436,0.005994314259365404
256.2068965517241,314.70588235294116,39.50281945041667,0.006296449531701703
256.2068965517241,316.7647058823529,39.88231609852167,0.0066100015813795755
256.2068965517241,318.8235294117647,40.240280066062894,0.006935320759137629
256.2068965517241,320.88235294117646,40.57713192597497,0.007272778543517866
256.2068965517241,322.94117647058823,40.89330826059687,0.0076227698879688935
256.2068965517241,325.0,41.189258488100876,0.007985715720056855
256.2068965517241,327.05882352941177,41.46544178998013,0.008362065525907967
256.2068965517241,329.11764705882354,41.722324157150524,0.008752299991029796
256.2068965517241,331.1764705882353,41.96037557212791,0.00915693365470604
256.2068965517241,333.2352941176471,42.180067344465606,0.009576517527826777
256.2068965517241,335.29411764705884,42.38186961633809,0.01001164161759384
256.2068965517241,337.3529411764706,42.566249054690545,0.010462937297614414
256.2068965517241,339.4117647058823,42.73366674559229,0.010931079459162543
256.2068965517241,341.47058823529414,42.88457630524062,0.011416788379399087
256.2068965517241,343.52941176470586,43.0194222203077,0.011920831245660873
256.2068965517241,345.5882352941176,43.138638427959975,0.012444023281832473
256.2068965517241,347.6470588235294,43.24264714284473,0.012987228433385116
256.2068965517241,349.70588235294116,43.33185793468739,0.013551359581601214
256.2068965517241,351.7647058823529,43.40666705591997,0.014137378274222475
256.2068965517241,353.8235294117647,43.467457014162164,0.014746293978255899
256.2068965517241,355.88235294117646,43.514596378313406,0.015379162908708487
256.2068965517241,357.94117647058823,43.54843981077806,0.016037086308465
256.2068965517241,360.0,43.56932828910816,0.01672120864549908
261.7241379310345,290.0,33.06516283726182,0.0033468911673913454
261.7241379310345,292.05882352941177,33.72117187383257,0.003543265061617212
261.7241379310345,294.11764705882354,34.352948667650445,0.003748144061645918
261.7241379310345,296.1764705882353,34.960466192253456,0.003961764650289477
261.7241379310345,298.2352941176471,35.54375096748632,0.00418436858216932
261.7241379310345,300.29411764705884,36.10288065845768,0.004416203601735376
261.7241379310345,302.3529411764706,36.637981405217275,0.0046575242832185134
261.7241379310345,304.4117647058824,37.14922493939388,0.00490859295146551
261.7241379310345,306.47058823529414,37.63682553285002,0.005169680775217367
261.7241379310345,308.52941176470586,38.10103682364792,0.005441068957451188
261.7241379310345,310.5882352941176,38.542148555016034,0.005723050079276459
261.7241379310345,312.6470588235294,38.960483261104514,0.006015929585795665
261.7241379310345,314.70588235294116,39.356392928972554,0.006320027419177755
261.7241379310345,316.7647058823529,39.730255662886854,0.006635679807640913
261.7241379310345,318.8235294117647,40.08247237659014,0.006963241158424873
261.7241379310345,320.88235294117646,40.41346353068338,0.007303086161969796
261.7241379310345,322.94117647058823,40.723665940570775,0.007655611949945753
261.7241379310345,325.0,41.01352966939731,0.008021240392563187
261.7241379310345,327.05882352941177,41.28351502484951,0.008400420471913224
261.7241379310345,329.11764705882354,41.534089676078175,0.008793630707339883
261.7241379310345,331.1764705882353,41.76572590659534,0.009201381596183953
261.7241379310345,333.2352941176471,41.978898018417595,0.00962421802712024
261.7241379310345,335.29411764705884,42.17407990215104,0.010062721617929286
261.7241379310345,337.3529411764706,42.35174278702503,0.0105175129253565
261.7241379310345,339.4117647058823,42.51235318396924,0.010989253472250451
261.7241379310345,341.47058823529414,42.656371033602625,0.011478647536889467
261.7241379310345,343.52941176470586,42.784248069375344,0.011986443651735736
261.7241379310345,345.5882352941176,42.89642640400417,0.012513435764042048
261.7241379310345,347.6470588235294,42.99333734474353,0.013060464018867702
261.7241379310345,349.70588235294116,43.075400439973436,0.013628415135959929
261.7241379310345,351.7647058823529,43.14302275608353,0.014218222365206758
261.7241379310345,353.8235294117647,43.1965983798423,0.014830865020274432
261.7241379310345,355.88235294117646,43.23650813612521,0.015467367637255328
261.7241379310345,357.94117647058823,43.263119516176936,0.016128798605911262
261.7241379310345,360.0,43.27678678102305,0.01681626876142025
267.2413793103448,290.0,32.97892697622451,0.003354149097318805
267.2413793103448,292.05882352941177,33.63069108012602,0.0035513041654114245
267.2413793103448,294.11764705882354,34.258125940600614,0.0037570357547597978
267.2413793103448,296.1764705882353,34.86120406110098,0.003971585463893894
267.2413793103448,298.2352941176471,35.439951427566406,0.004195200339804378
267.2413793103448,300.29411764705884,35.99444511644565,0.00442813357046416
267.2413793103448,302.3529411764706,36.52481063752733,0.004670645273654191
267.2413793103448,304.4117647058824,37.03121906590782,0.004923003400807754
267.2413793103448,306.47058823529414,37.513884011963775,0.005185484744727832
267.2413793103448,308.52941176470586,37.9730584712515,0.0054583760761535895
267.2413793103448,310.5882352941176,38.40903159235645,0.005741975403653207
267.2413793103448,312.6470588235294,38.82212539590019,0.006036593364583657
267.2413793103448,314.70588235294116,39.2126914743147,0.0063425547487215295
267.2413793103448,316.7647058823529,39.58110769844354,0.006660200162857494
267.2413793103448,318.8235294117647,39.92777495648595,0.006989887784352499
267.2413793103448,320.88235294117646,40.25311394216087,0.007331995311506598
267.2413793103448,322.94117647058823,40.557562017061706,0.007686921954747465
267.2413793103448,325.0,40.841570161005436,0.008055090555964395
267.2413793103448,327.05882352941177,41.105600028361685,0.008436949775862991
267.2413793103448,329.11764705882354,41.350121125515095,0.008832976329340186
267.2413793103448,331.1764705882353,41.57560812396037,0.0092436772372638
267.2413793103448,333.2352941176471,41.782538322709364,0.009669592057908965
267.2413793103448,335.29411764705884,41.97138927290656,0.01011129505676935
267.2413793103448,337.3529411764706,42.1426365766919,0.01056939726988457
267.2413793103448,339.4117647058823,42.29675187132985,0.011044548413631804
267.2413793103448,341.47058823529414,42.434201008398446,0.0115374385934785
267.2413793103448,343.52941176470586,42.5554424362814,0.012048799765819934
267.2413793103448,345.5882352941176,42.66092579233134,0.012579406910953363
267.2413793103448,347.6470588235294,42.75109070880043,0.013130078881548516
267.2413793103448,349.70588235294116,42.82636583404097,0.01370167889956004
267.2413793103448,351.7647058823529,42.887168067525195,0.014295114685095938
267.2413793103448,353.8235294117647,42.9339020028784,0.014911338241197478
267.2413793103448,355.88235294117646,42.96695957802892,0.015551345138573877
267.2413793103448,357.94117647058823,42.98671990442856,0.016216173719002528
267.2413793103448,360.0,42.993549282923425,0.0169069037380007
272.7586206896552,290.0,32.89380184213723,0.0033611246194104514
272.7586206896552,292.05882352941177,33.541409882709324,0.0035590278711134325
272.7586206896552,294.11764705882354,34.16459719320015,0.0037655755034234064
272.7586206896552,296.1764705882353,34.76333609816704,0.00398101390051688
272.7586206896552,298.2352941176471,35.33765235303623,0.004205595052286865
272.7586206896552,300.29411764705884,35.887622760520195,0.004439577223124556
272.7586206896552,302.3529411764706,36.413372525641115,0.004683225691024947
272.7586206896552,304.4117647058824,36.91507240159356,0.004936813639794701
272.7586206896552,306.47058823529414,37.39293567927961,0.005200623083802271
272.7586206896552,308.52941176470586,37.84721505879661,0.005474945957681324
272.7586206896552,310.5882352941176,38.278199443299464,0.0057600852994974085
272.7586206896552,312.6470588235294,38.68621068776198,0.00605635655601106
272.7586206896552,314.70588235294116,39.071600332373706,0.006364089007944373
272.7586206896552,316.7647058823529,39.43474634657109,0.00668362732322763
272.7586206896552,318.8235294117647,39.77604990904663,0.0070153331863086876
272.7586206896552,320.88235294117646,40.095932240361094,0.007359587111646874
272.7586206896552,322.94117647058823,40.39483151266108,0.007716790286998475
272.7586206896552,325.0,40.67319984975864,0.00808736653510023
272.7586206896552,327.05882352941177,40.9315004347731,0.008471764336386012
272.7586206896552,329.11764705882354,41.17020473954499,0.008870458896041418
272.7586206896552,331.1764705882353,41.3897898891689,0.009283954227955537
272.7586206896552,333.2352941176471,41.590736174000156,0.009712785223802749
