time,well_I1_BHP,well_I1_BHT,well_I1_perf_0_molar_rate_G,well_I1_perf_0_molar_rate_L,well_I1_molar_rate_G_by_sum_perfs,well_I1_molar_rate_L_by_sum_perfs,well_I1_molar_rate_G_at_wh,well_I1_molar_rate_L_at_wh,well_I1_perf_0_mass_rate_G,well_I1_perf_0_mass_rate_L,well_I1_mass_rate_G_by_sum_perfs,well_I1_mass_rate_L_by_sum_perfs,well_I1_mass_rate_G_at_wh,well_I1_mass_rate_L_at_wh,well_I1_perf_0_volumetric_rate_G,well_I1_perf_0_volumetric_rate_L,well_I1_volumetric_rate_G_by_sum_perfs,well_I1_volumetric_rate_L_by_sum_perfs,well_I1_volumetric_rate_G_at_wh,well_I1_volumetric_rate_L_at_wh,well_I1_perf_0_molar_rate_CO2,well_I1_perf_0_molar_rate_H2O,well_I1_molar_rate_CO2_by_sum_perfs,well_I1_molar_rate_H2O_by_sum_perfs,well_I1_molar_rate_CO2_at_wh,well_I1_molar_rate_H2O_at_wh,well_I1_perf_0_mass_rate_CO2,well_I1_perf_0_mass_rate_H2O,well_I1_mass_rate_CO2_by_sum_perfs,well_I1_mass_rate_H2O_by_sum_perfs,well_I1_mass_rate_CO2_at_wh,well_I1_mass_rate_H2O_at_wh,well_I1_perf_0_advective_heat_rate_G,well_I1_perf_0_advective_heat_rate_L,well_I1_advective_heat_rate_G_by_sum_perfs,well_I1_advective_heat_rate_L_by_sum_perfs,well_I1_advective_heat_rate_G_at_wh,well_I1_advective_heat_rate_L_at_wh
2.047,204.30609528899174,313.15000000000003,2272.2561838538027,0.0,2272.2561838538027,0.0,2272.2106160261915,0.0,100001.98815583663,0.0,100001.98815583663,0.0,99999.98271590157,0.0,120.06611043997475,0.0,120.06611043997475,0.0,119.87851244335188,0.0,2272.266871713715,0.0002513256152090557,2272.266871713715,0.0002513256152090557,2272.265400030384,0.00025132254357994685,100002.4650241206,0.004527630957991139,100002.4650241206,0.004527630957991139,100002.4002553372,0.004527575622592742,-23203753.828023348,0.0,-23203753.828023348,0.0,-23251342.42926602,0.0
4.095000000000001,204.39477024113938,313.15000000000003,2272.244363185701,0.0,2272.244363185701,0.0,2272.2102224132936,0.0,100001.46792826487,0.0,100001.46792826487,0.0,99999.96539299152,0.0,120.01512985572217,0.0,120.01512985572217,0.0,119.86235357048403,0.0,2272.264557609284,0.0002513242413308727,2272.264557609284,0.0002513242413308727,2272.2652814296407,0.00025132195166311137,100002.3631803846,0.004527606207575672,100002.3631803846,0.004527606207575672,100002.39503571851,0.0045275649592109515,-23213996.799398832,0.0,-23213996.799398832,0.0,-23252843.165562764,0.0
8.191,204.75254473433463,313.15000000000003,2272.2302484179604,0.0,2272.2302484179604,0.0,2272.2100877802836,0.0,100000.84673735354,0.0,100000.84673735354,0.0,99999.95946776262,0.0,119.90266653581288,0.0,119.90266653581288,0.0,119.7971870958654,0.0,2272.262170310581,0.00025132090839404334,2272.262170310581,0.00025132090839404334,2272.2645203077,0.00025131953379148363,100002.25811536866,0.00452754616471869,100002.25811536866,0.00452754616471869,100002.36153874187,0.004527521401253578,-23231970.98381614,0.0,-23231970.98381614,0.0,-23258917.43769666,0.0
16.383000000000003,204.39120880628687,313.15000000000003,2272.220287224545,0.0,2272.220287224545,0.0,2272.2091111252385,0.0,100000.40834529785,0.0,100000.40834529785,0.0,99999.91648520766,0.0,119.91923232507763,0.0,119.91923232507763,0.0,119.8629431896243,0.0,2272.2642240739506,0.0002513227310392306,2272.2642240739506,0.0002513227310392306,2272.264162361802,0.0002513218511302894,100002.34850149456,0.0045275789996717395,100002.34850149456,0.0045275789996717395,100002.3457855429,0.004527563148112163,-23238427.269995965,0.0,-23238427.269995965,0.0,-23252771.349210303,0.0
26.383000000000003,204.76693408052444,313.15000000000003,2272.2141332172228,0.0,2272.2141332172228,0.0,2272.2100081799344,0.0,100000.1375074255,0.0,100000.1375074255,0.0,99999.95596455024,0.0,119.82176270577273,0.0,119.82176270577273,0.0,119.79456066206296,0.0,2272.2633562327214,0.00025131973331727123,2272.2633562327214,0.00025131973331727123,2272.2643572587217,0.00025131942195333605,100002.31030780206,0.004527524995710642,100002.31030780206,0.004527524995710642,100002.35436295635,0.004527519386489349,-23252187.921194497,0.0,-23252187.921194497,0.0,-23259161.127917014,0.0
36.383,204.43338965825916,313.15000000000003,2272.2128070132167,0.0,2272.2128070132167,0.0,2272.210341024736,0.0,100000.07914122158,0.0,100000.07914122158,0.0,99999.97061307744,0.0,119.86805296835159,0.0,119.86805296835159,0.0,119.85532995558164,0.0,2272.265600608673,0.0002513219324135391,2272.265600608673,0.0002513219324135391,2272.2654664151846,0.00025132172009236496,100002.4090827877,0.0045275646124299075,100002.4090827877,0.0045275646124299075,100002.40317693225,0.004527560787463954,-23250257.87950907,0.0,-23250257.87950907,0.0,-23253499.865131788,0.0
46.383,204.4700635556907,313.15000000000003,2272.21174892144,0.0,2272.21174892144,0.0,2272.2108519283993,0.0,100000.03257460345,0.0,100000.03257460345,0.0,99999.9930979431,0.0,119.8540512614471,0.0,119.8540512614471,0.0,119.84868035454753,0.0,2272.265936230651,0.00025132161641278165,2272.265936230651,0.00025132161641278165,2272.2660103535577,0.0002513215409502876,100002.42385351095,0.0045275589196762615,100002.42385351095,0.0045275589196762615,100002.42711566007,0.004527557560219431,-23252757.08360874,0.0,-23252757.08360874,0.0,-23254127.634677447,0.0
56.383,204.0640122315144,313.15000000000003,2272.2103717348023,0.0,2272.2103717348023,0.0,2272.2098663259376,0.0,99999.97196465862,0.0,99999.97196465862,0.0,99999.94972161615,0.0,119.92401205318555,0.0,119.92401205318555,0.0,119.92250626713475,0.0,2272.2632687624923,0.0002513239123280296,2272.2632687624923,0.0002513239123280296,2272.263030175662,0.0002513238623848212,100002.30645823729,0.004527600280589454,100002.30645823729,0.004527600280589454,100002.29595803088,0.0045275993808625535,-23246853.628583446,0.0,-23246853.628583446,0.0,-23247228.95717677,0.0
66.38300000000001,204.24119938206812,313.15000000000003,2272.2104520049506,0.0,2272.2104520049506,0.0,2272.210670788406,0.0,99999.97549733285,0.0,99999.97549733285,0.0,99999.985125992,0.0,119.88973385130826,0.0,119.88973385130826,0.0,119.89032289811351,0.0,2272.265033810968,0.0002513229180736101,2272.265033810968,0.0002513229180736101,2272.26514528899,0.0002513229390929135,100002.3841380207,0.004527582369096086,100002.3841380207,0.004527582369096086,100002.38904416843,0.004527582747758837,-23250392.55919651,0.0,-23250392.55919651,0.0,-23250242.017794885,0.0
76.38300000000001,204.21734884151573,313.15000000000003,2272.2105442728503,0.0,2272.2105442728503,0.0,2272.2108574179133,0.0,99999.97955804504,0.0,99999.97955804504,0.0,99999.9933395581,0.0,119.89288963867577,0.0,119.89288963867577,0.0,119.89467163446653,0.0,2272.2652038656556,0.00025132307400303235,2272.2652038656556,0.00025132307400303235,2272.2651951933503,0.0002513231003469247,100002.39162212748,0.004527585178164628,100002.39162212748,0.004527585178164628,100002.39124045933,0.004527585652749849,-23250297.100232214,0.0,-23250297.100232214,0.0,-23249839.35679761,0.0
86.38300000000001,204.0102402903323,313.15000000000003,2272.210257569276,0.0,2272.210257569276,0.0,2272.210602202961,0.0,99999.96694023932,0.0,99999.96694023932,0.0,99999.98210756644,0.0,119.92979661466833,0.0,119.92979661466833,0.0,119.93232117323605,0.0,2272.263344029024,0.00025132420945756754,2272.263344029024,0.00025132420945756754,2272.263233590165,0.00025132423619829165,100002.30977071737,0.004527605633378079,100002.30977071737,0.004527605633378079,100002.30491030314,0.004527606115112224,-23246973.929260567,0.0,-23246973.929260567,0.0,-23246324.93692232,0.0
96.38300000000001,204.14311528950907,313.15000000000003,2272.21014144663,0.0,2272.21014144663,0.0,2272.2107537354736,0.0,99999.96182967075,0.0,99999.96182967075,0.0,99999.98877650056,0.0,119.90516103578992,0.0,119.90516103578992,0.0,119.9081685698952,0.0,2272.2645139526467,0.00025132346351215435,2272.2645139526467,0.00025132346351215435,2272.2645869147964,0.0002513235178569449,100002.361259056,0.00452759219517146,100002.361259056,0.00452759219517146,100002.3644701202,0.004527593174192863,-23249347.54093346,0.0,-23249347.54093346,0.0,-23248579.292153724,0.0
106.38300000000001,204.25960838500131,313.15000000000003,2272.2101146734476,0.0,2272.2101146734476,0.0,2272.210778743288,0.0,99999.9606513732,0.0,99999.9606513732,0.0,99999.98987708446,0.0,119.88362856541484,0.0,119.88362856541484,0.0,119.88697939898137,0.0,2272.2652866950766,0.00025132278295635926,2272.2652866950766,0.00025132278295635926,2272.2653503354113,0.000251322841575782,100002.39526745032,0.004527579934958811,100002.39526745032,0.004527579934958811,100002.39806826145,0.004527580990987713,-23251411.922061685,0.0,-23251411.922061685,0.0,-23250555.411166474,0.0
116.38300000000001,204.16056209482542,313.15000000000003,2272.210204428661,0.0,2272.210204428661,0.0,2272.210801101767,0.0,99999.96460150836,0.0,99999.96460150836,0.0,99999.99086108955,0.0,119.90138048290873,0.0,119.90138048290873,0.0,119.90499794806492,0.0,2272.2648157679578,0.00025132337338033123,2272.2648157679578,0.00025132337338033123,2272.264763627004,0.00025132342345509203,100002.37454194781,0.0045275905714466675,100002.37454194781,0.0045275905714466675,100002.37224722444,0.004527591473543484,-23249802.521088913,0.0,-23249802.521088913,0.0,-23248875.64788648,0.0
126.38300000000001,204.06587757434116,313.15000000000003,2272.2101699834893,0.0,2272.2101699834893,0.0,2272.210806629165,0.0,99999.96308558456,0.0,99999.96308558456,0.0,99999.99110435836,0.0,119.91838970910057,0.0,119.91838970910057,0.0,119.92221673288587,0.0,2272.2640371887624,0.00025132390245485994,2272.2640371887624,0.00025132390245485994,2272.263987846939,0.0002513239561223363,100002.34027667742,0.004527600102724303,100002.34027667742,0.004527600102724303,100002.33810514376,0.004527601069543888,-23248250.031139854,0.0,-23248250.031139854,0.0,-23247270.201929376,0.0
136.383,204.18528942284794,313.15000000000003,2272.2099969397345,0.0,2272.2099969397345,0.0,2272.210774415886,0.0,99999.95546991928,0.0,99999.95546991928,0.0,99999.98968664184,0.0,119.89650942221617,0.0,119.89650942221617,0.0,119.90049897132712,0.0,2272.2648451424852,0.0002513232094688412,2272.2648451424852,0.0002513232094688412,2272.2649089435117,0.0002513232780406682,100002.37583472076,0.0045275876185811754,100002.37583472076,0.0045275876185811754,100002.37864260396,0.004527588853902638,-23250313.91020286,0.0,-23250313.91020286,0.0,-23249294.741245463,0.0
146.383,204.2696225412394,313.15000000000003,2272.2100342616563,0.0,2272.2100342616563,0.0,2272.2108168015375,0.0,99999.95711244976,0.0,99999.95711244976,0.0,99999.99155202707,0.0,119.88103276974464,0.0,119.88103276974464,0.0,119.88515942254324,0.0,2272.265393700433,0.0002513227173608025,2272.265393700433,0.0002513227173608025,2272.265438118879,0.0002513227859026747,100002.39997675605,0.004527578753254857,100002.39997675605,0.004527578753254857,100002.40193161186,0.004527579988036685,-23251780.718423672,0.0,-23251780.718423672,0.0,-23250725.687746078,0.0
156.383,204.23972113006607,313.15000000000003,2272.210110379848,0.0,2272.210110379848,0.0,2272.210854935023,0.0,99999.96046241373,0.0,99999.96046241373,0.0,99999.9932302842,0.0,119.88635420658682,0.0,119.88635420658682,0.0,119.89060154770183,0.0,2272.265336811573,0.000251322904367319,2272.265336811573,0.000251322904367319,2272.2653213245662,0.0002513229682158633,100002.39747307733,0.0045275821221772514,100002.39747307733,0.0045275821221772514,100002.39679149415,0.004527583272408777,-23251305.92854923,0.0,-23251305.92854923,0.0,-23250218.82593521,0.0
166.383,204.20477756395442,313.15000000000003,2272.2100928654713,0.0,2272.2100928654713,0.0,2272.2108534121485,0.0,99999.95969160904,0.0,99999.95969160904,0.0,99999.99316326548,0.0,119.89260804531511,0.0,119.89260804531511,0.0,119.89695825359597,0.0,2272.2651318736775,0.00025132310826046864,2272.2651318736775,0.00025132310826046864,2272.2651141490287,0.00025132317347395473,100002.38845376055,0.004527585795312343,100002.38845376055,0.004527585795312343,100002.38767369876,0.004527586970133294,-23250739.31019021,0.0,-23250739.31019021,0.0,-23249626.08506534,0.0
176.383,204.2093806464992,313.15000000000003,2272.2100643135454,0.0,2272.2100643135454,0.0,2272.2108601764153,0.0,99999.9584350385,0.0,99999.9584350385,0.0,99999.99346096045,0.0,119.8916856106288,0.0,119.8916856106288,0.0,119.89612127852467,0.0,2272.2651468497525,0.0002513230785511715,2272.2651468497525,0.0002513230785511715,2272.2651495198875,0.0002513231473267824,100002.38911285762,0.004527585260099355,100002.38911285762,0.004527585260099355,100002.38923037025,0.004527586499091985,-23250838.80334744,0.0,-23250838.80334744,0.0,-23249704.229555797,0.0
